Unnamed: 0,userID,hotelID,prediction
11568,9999,338,0.6390495
11554,9999,356,0.63495284
11561,9999,227,0.63118756
11566,9999,573,0.63099194
11570,9999,330,0.6274683
11564,9999,193,0.62660444
11558,9999,408,0.62604487
11557,9999,533,0.6246265
11551,9999,107,0.6242849
11549,9901,551,17.194185
11530,9901,132,10.0970545
11547,9901,282,0.7882369
11535,9901,494,0.68873143
11533,9901,2,0.6807191
11537,9901,266,0.6750534
11529,9901,356,0.6695536
11532,9901,408,0.6630083
11543,9901,173,0.66134006
11541,9901,255,0.657065
11548,9901,47,0.65349334
11540,9901,330,0.6498085
11539,9901,429,0.6489635
11534,9901,183,0.643278
11528,9901,148,0.64211154
11527,9901,537,0.641314
11546,9901,48,0.6411365
11538,9901,488,0.64044285
11542,9901,507,0.63948345
11545,9901,456,0.6386315
11536,9901,292,0.63770545
11544,9901,451,0.6370762
11531,9901,237,0.6273918
11525,9901,11,0.6260944
11526,9901,420,0.62535954
11502,9896,132,19.492338
11509,9896,23,12.123737
11521,9896,282,10.093876
11524,9896,551,4.4144826
11516,9896,31,1.5058209
11514,9896,469,1.0788618
11510,9896,266,0.6913994
11505,9896,494,0.6759878
11513,9896,338,0.65165967
11501,9896,356,0.6449759
11511,9896,154,0.64302236
11519,9896,451,0.6392648
11500,9896,11,0.63726014
11518,9896,173,0.6371313
11507,9896,292,0.6368777
11515,9896,330,0.63525105
11504,9896,2,0.6327577
11512,9896,319,0.6324107
11520,9896,456,0.63128644
11506,9896,378,0.6288949
11508,9896,193,0.6256932
11503,9896,408,0.6220453
11523,9896,47,0.6215541
11517,9896,255,0.61702543
11522,9896,554,0.61668646
11499,9870,551,24.659678
11490,9870,469,15.313565
11480,9870,132,12.939296
11493,9870,147,2.6382728
11489,9870,202,0.9078915
11482,9870,2,0.70034474
11484,9870,494,0.6773402
11477,9870,148,0.6633423
11488,9870,488,0.6578977
11475,9870,11,0.6487983
11487,9870,266,0.6479781
11496,9870,456,0.64655745
11485,9870,378,0.6450045
11479,9870,380,0.64449537
11476,9870,537,0.64140433
11478,9870,356,0.64077824
11486,9870,292,0.6371709
11498,9870,47,0.6320561
11491,9870,330,0.6320057
11492,9870,255,0.63090515
11483,9870,183,0.62931216
11494,9870,174,0.62155366
11497,9870,48,0.62093526
11495,9870,507,0.6207951
11481,9870,237,0.61984015
11474,9850,551,16.80883
11472,9850,282,13.159949
11467,9850,469,9.913012
11454,9850,132,4.862468
11470,9850,147,1.1148192
11459,9850,494,0.6905743
11458,9850,2,0.69020206
11464,9850,266,0.6845368
11469,9850,255,0.6694431
11463,9850,292,0.654915
11452,9850,356,0.6520572
11451,9850,537,0.6482459
11465,9850,488,0.64820594
11456,9850,389,0.64182115
11466,9850,338,0.639122
11460,9850,227,0.63706976
11462,9850,141,0.6353481
11471,9850,456,0.6353425
11457,9850,408,0.634849
11468,9850,330,0.63389134
11455,9850,237,0.63234496
11473,9850,47,0.63068765
11461,9850,378,0.6280563
11450,9850,441,0.625175
11453,9850,380,0.62421954
11449,9848,551,21.05011
11441,9848,469,13.415058
11430,9848,132,9.8139305
11447,9848,282,7.307864
11444,9848,144,2.028541
11433,9848,2,0.6925344
11431,9848,237,0.68640035
11439,9848,266,0.6696155
11440,9848,488,0.6629081
11435,9848,494,0.655175
11428,9848,356,0.65416217
11426,9848,148,0.6527553
11445,9848,456,0.6439639
11437,9848,292,0.643612
11425,9848,11,0.64246106
11443,9848,173,0.6314334
11436,9848,227,0.6290136
11429,9848,380,0.62743133
11434,9848,183,0.6260973
11438,9848,193,0.6250817
11446,9848,48,0.6249218
11432,9848,408,0.62066406
11427,9848,120,0.6183314
11442,9848,507,0.6176738
11448,9848,554,0.6142909
11421,9835,282,14.193129
11423,9835,295,11.404409
11419,9835,147,7.530115
11417,9835,31,6.3123074
11424,9835,551,4.075532
11404,9835,132,1.2965268
11414,9835,266,0.7108715
11407,9835,2,0.70070475
11408,9835,494,0.6774361
11410,9835,378,0.6742631
11406,9835,408,0.650466
11412,9835,292,0.6455632
11420,9835,456,0.63578016
11405,9835,351,0.631989
11401,9835,356,0.63006544
11415,9835,338,0.62840855
11413,9835,193,0.62603825
11402,9835,530,0.62264854
11416,9835,330,0.621705
11403,9835,380,0.62159747
11400,9835,11,0.62125736
11409,9835,227,0.61709654
11422,9835,554,0.6165202
11418,9835,255,0.6152635
11411,9835,540,0.6145084
11398,9786,282,14.340132
11394,9786,469,11.725845
11382,9786,132,8.229483
11399,9786,551,4.1042247
11386,9786,494,0.70691186
11390,9786,266,0.70321864
11385,9786,2,0.69047666
11388,9786,292,0.6739276
11383,9786,237,0.66485596
11375,9786,11,0.66246694
11379,9786,148,0.6607627
11392,9786,488,0.6575811
11380,9786,356,0.65734637
11377,9786,441,0.6532976
11396,9786,173,0.6532714
11395,9786,255,0.6520173
11381,9786,380,0.65200716
11387,9786,227,0.65146315
11384,9786,408,0.6506488
11391,9786,154,0.64918363
11397,9786,456,0.6484093
11378,9786,537,0.6454518
11389,9786,193,0.6438539
11376,9786,420,0.6431343
11393,9786,338,0.63819325
11374,9736,551,17.774246
11373,9736,282,11.776726
11369,9736,469,10.302505
11357,9736,132,4.268376
11371,9736,144,1.1586055
11370,9736,147,0.8764862
11361,9736,494,0.6852513
11365,9736,266,0.6771781
11360,9736,2,0.6761927
11358,9736,237,0.6760749
11350,9736,11,0.6592956
11364,9736,292,0.6586026
11366,9736,488,0.6562007
11355,9736,356,0.64983064
11353,9736,148,0.6495596
11362,9736,227,0.64723516
11372,9736,48,0.6397221
11356,9736,380,0.63885117
11352,9736,441,0.6325979
11351,9736,420,0.63202065
11368,9736,338,0.63128287
11363,9736,141,0.6312171
11367,9736,319,0.63027126
11359,9736,408,0.6291876
11354,9736,120,0.6268521
11342,9646,469,21.859379
11349,9646,551,1.8692168
11343,9646,336,1.3284669
11334,9646,2,0.685737
11335,9646,494,0.6781174
11337,9646,292,0.67440724
11328,9646,148,0.67354935
11339,9646,266,0.66489804
11327,9646,537,0.6480416
11340,9646,488,0.6424284
11333,9646,351,0.6393164
11330,9646,356,0.6385906
11325,9646,11,0.6382755
11348,9646,456,0.63291836
11336,9646,227,0.6313034
11332,9646,237,0.6272391
11346,9646,255,0.62585044
11326,9646,420,0.6235038
11341,9646,338,0.62282777
11345,9646,500,0.6227769
11338,9646,291,0.6208466
11329,9646,120,0.6193404
11347,9646,340,0.6188782
11344,9646,330,0.61884606
11331,9646,380,0.6188076
11324,9628,551,22.155956
11316,9628,469,18.137554
11306,9628,132,6.8799014
11323,9628,282,2.6217885
11318,9628,147,1.0741912
11308,9628,2,0.6861731
11322,9628,48,0.66804045
11321,9628,456,0.6619823
11310,9628,494,0.6583206
11300,9628,11,0.65778434
11305,9628,356,0.6575827
11303,9628,148,0.6532796
11312,9628,266,0.646466
11315,9628,338,0.6401486
11313,9628,488,0.6397203
11311,9628,387,0.634723
11314,9628,319,0.6330802
11307,9628,237,0.6322927
11301,9628,441,0.6322916
11317,9628,255,0.6314112
11302,9628,537,0.6305767
11320,9628,507,0.62815183
11309,9628,183,0.6252621
11304,9628,120,0.6241653
11319,9628,224,0.6241513
11299,9624,551,19.422272
11281,9624,132,11.998257
11288,9624,23,11.347106
11297,9624,282,7.863681
11291,9624,234,0.8573876
11292,9624,469,0.8549666
11283,9624,2,0.69368815
11284,9624,494,0.691899
11289,9624,266,0.68908876
11278,9624,148,0.68255836
11275,9624,11,0.6651706
11280,9624,380,0.6636723
11287,9624,292,0.65386605
11282,9624,237,0.6489535
11296,9624,48,0.6466228
11295,9624,456,0.6460715
11290,9624,488,0.6446756
11298,9624,47,0.6439576
11277,9624,537,0.6419462
11279,9624,356,0.6391177
11294,9624,507,0.63539004
11285,9624,387,0.6321369
11293,9624,255,0.6310364
11276,9624,441,0.6294306
11286,9624,141,0.62883294
11274,9608,551,20.299917
11267,9608,469,14.388069
11273,9608,282,11.906454
11270,9608,6,11.6111355
11269,9608,147,10.649123
11258,9608,2,0.7010593
11259,9608,494,0.6886478
11263,9608,266,0.6871335
11262,9608,292,0.682802
11254,9608,356,0.65795404
11252,9608,148,0.6507144
11260,9608,378,0.6490746
11250,9608,11,0.6472447
11256,9608,351,0.64499056
11271,9608,507,0.64234674
11253,9608,120,0.6418987
11255,9608,380,0.6414381
11264,9608,488,0.64012945
11261,9608,141,0.63819516
11268,9608,255,0.6350846
11272,9608,456,0.6298027
11266,9608,338,0.6279543
11257,9608,408,0.6268867
11265,9608,319,0.6252381
11251,9608,537,0.6231043
11249,9604,551,14.277925
11248,9604,282,12.507766
11240,9604,469,11.599176
11243,9604,147,0.78463566
11232,9604,2,0.68273664
11233,9604,494,0.6805604
11236,9604,292,0.66989905
11237,9604,266,0.6696178
11230,9604,237,0.6630632
11238,9604,488,0.6563355
11234,9604,378,0.64997166
11226,9604,148,0.64467376
11227,9604,120,0.64383227
11228,9604,356,0.6413469
11239,9604,319,0.63977295
11246,9604,456,0.63656497
11245,9604,173,0.631751
11241,9604,330,0.62710977
11231,9604,408,0.6269196
11247,9604,48,0.6229154
11244,9604,507,0.62274694
11229,9604,526,0.62225485
11225,9604,11,0.619178
11235,9604,184,0.6148817
11242,9604,500,0.61051005
11205,9489,132,12.3307905
11222,9489,282,9.458174
11224,9489,551,4.3855324
11212,9489,494,0.6881499
11217,9489,266,0.68735605
11206,9489,237,0.65998876
11213,9489,227,0.6520593
11220,9489,338,0.6443958
11219,9489,319,0.644081
11210,9489,408,0.6415199
11207,9489,351,0.6398109
11201,9489,420,0.639035
11211,9489,2,0.6389862
11202,9489,537,0.6377
11203,9489,148,0.637698
11221,9489,451,0.63543177
11200,9489,11,0.63222075
11223,9489,47,0.63124907
11216,9489,292,0.630234
11208,9489,389,0.6296492
11218,9489,488,0.62793237
11204,9489,380,0.6274356
11215,9489,184,0.6260854
11209,9489,533,0.62466097
11214,9489,141,0.6239172
11199,9487,551,22.715605
11198,9487,282,15.051559
11192,9487,469,11.704266
11183,9487,563,5.720842
11180,9487,132,4.4160194
11188,9487,23,1.3415867
11184,9487,2,0.6987425
11185,9487,494,0.6858292
11189,9487,266,0.6718725
11196,9487,456,0.6641714
11176,9487,148,0.6513059
11175,9487,11,0.647714
11187,9487,292,0.6428614
11179,9487,380,0.64112306
11197,9487,48,0.63762444
11190,9487,488,0.6370964
11182,9487,408,0.63279563
11186,9487,141,0.6316441
11191,9487,319,0.6310945
11193,9487,500,0.6279904
11177,9487,120,0.622464
11178,9487,356,0.6211454
11195,9487,173,0.6202427
11181,9487,237,0.62002766
11194,9487,255,0.6195398
11174,9481,551,20.475443
11165,9481,469,8.491994
11173,9481,282,5.332588
11156,9481,2,0.6841895
11157,9481,494,0.68332046
11161,9481,266,0.6816358
11172,9481,48,0.6702659
11154,9481,237,0.6574057
11171,9481,456,0.65699565
11150,9481,11,0.656774
11164,9481,338,0.6503108
11170,9481,173,0.64786744
11162,9481,488,0.6379362
11153,9481,148,0.6345378
11166,9481,330,0.6337554
11158,9481,378,0.6321842
11152,9481,537,0.63195026
11155,9481,351,0.63179183
11160,9481,193,0.63059807
11151,9481,441,0.6301403
11167,9481,255,0.62883097
11159,9481,292,0.62727857
11168,9481,224,0.6271414
11163,9481,319,0.62606776
11169,9481,507,0.6243528
11149,9456,551,15.727097
11131,9456,132,13.822987
11148,9456,282,7.6857624
11142,9456,469,6.013101
11144,9456,31,1.0647922
11135,9456,494,0.7044215
11134,9456,2,0.6951184
11139,9456,266,0.68939453
11141,9456,338,0.67648864
11129,9456,356,0.67488194
11147,9456,456,0.6663765
11145,9456,255,0.66580385
11138,9456,292,0.6625509
11143,9456,330,0.6544995
11125,9456,11,0.65125024
11127,9456,148,0.65115494
11146,9456,173,0.6480211
11136,9456,378,0.64678884
11133,9456,408,0.64418143
11126,9456,537,0.64226925
11132,9456,526,0.64074147
11140,9456,319,0.6393585
11137,9456,540,0.6373516
11128,9456,120,0.636489
11130,9456,380,0.63091016
11117,9428,469,13.770219
11113,9428,23,8.188429
11104,9428,132,1.3657483
11108,9428,494,0.6880882
11114,9428,266,0.66907865
11122,9428,173,0.6596204
11107,9428,2,0.65877444
11111,9428,292,0.6583242
