userID,hotelID,prediction
2628,579,0.6657329
2628,507,0.62434006
2628,382,10.046761
2628,321,22.118984
2628,128,0.65169287
2628,339,2.3442755
2628,578,0.62515765
2628,238,0.6224783
2628,483,20.28364
2661,482,0.6395701
2661,441,0.62580144
2661,537,0.63814586
2661,120,0.6583399
2661,73,0.6310575
2661,541,0.617247
2661,50,0.6238916
2661,2,0.6467384
2661,19,0.6402227
2661,468,0.65408176
2661,404,0.6971493
2661,276,0.6313035
2661,488,0.6381934
2661,506,4.6212435
2661,250,0.636951
2661,469,1.4613703
2661,336,11.552079
2661,330,0.7246589
2661,579,0.66134477
2661,507,0.65014994
2661,382,13.2758875
2661,321,14.350942
2661,128,0.6613219
2661,339,12.592171
2661,483,19.554546
2684,482,0.64818287
2684,441,0.647094
2684,537,0.6360954
2684,73,0.6373367
2684,530,0.6601668
2684,2,0.63051367
2684,19,0.6325463
2684,468,0.6418891
2684,363,0.6186305
2684,443,0.6241681
2684,25,0.6424535
2684,404,0.6794404
2684,488,0.64060974
2684,250,0.61731946
2684,469,0.6643463
2684,336,14.333359
2684,330,0.7227296
2684,317,0.6175714
2684,579,0.6587266
2684,507,0.619761
2684,382,13.092029
2684,321,18.241676
2684,128,0.66878974
2684,339,1.5279307
2684,483,16.070662
2693,537,0.63658893
2693,120,0.6444675
2693,73,0.6351334
2693,530,0.64383984
2693,541,0.60830194
2693,2,0.62461287
2693,19,0.60434246
2693,100,0.68351114
2693,443,0.6343382
2693,44,0.62848425
2693,316,0.62734497
2693,404,0.6592669
2693,57,0.61413246
2693,488,0.656204
2693,506,6.553063
2693,250,0.61802584
2693,334,0.62376827
2693,469,11.541353
2693,330,0.7179694
2693,176,0.6063858
2693,507,0.60378206
2693,382,15.6342745
2693,321,19.113544
2693,339,11.879142
2693,483,18.634483
2697,482,0.642433
2697,537,0.653216
2697,120,0.6529827
2697,73,0.63414323
2697,530,0.65814316
2697,541,0.62811506
2697,2,0.63476145
2697,19,0.65679735
2697,100,1.9969015
2697,468,0.6356787
2697,333,0.6445853
2697,44,0.6234871
2697,404,0.6745857
2697,57,0.6250934
2697,488,0.6451465
2697,506,6.576447
2697,469,3.5546687
2697,336,10.463066
2697,330,0.7279386
2697,579,0.6691695
2697,382,11.869461
2697,321,18.409208
2697,128,0.665241
2697,339,11.420488
2697,483,20.948708
2736,537,0.6336373
2736,120,0.62481004
2736,73,0.6199558
2736,530,0.6688101
2736,369,3.010102
2736,19,0.617139
2736,468,0.6326796
2736,443,0.62199444
2736,404,0.6676282
2736,276,0.6136173
2736,506,11.101418
2736,250,0.6278543
2736,469,7.008443
2736,336,17.452522
2736,330,0.71285313
2736,500,0.64424205
2736,579,0.6773716
2736,327,10.356056
2736,382,4.907061
2736,321,5.516985
2736,128,0.6436091
2736,339,9.706976
2736,578,0.6357383
2736,238,0.6196506
2736,483,10.590069
2739,482,0.60891324
2739,441,0.62643117
2739,537,0.6368091
2739,377,0.60800546
2739,73,0.6257262
2739,530,0.6617668
2739,369,1.9693841
2739,2,0.6288102
2739,227,0.6136864
2739,443,0.6076168
2739,44,0.61937916
2739,404,0.6627774
2739,57,0.612391
2739,250,0.6060742
2739,469,11.765663
2739,336,1.9663936
2739,330,0.68177056
2739,579,0.6183619
2739,507,0.6092743
2739,382,5.884521
2739,321,23.888277
2739,128,0.62381536
2739,144,12.743189
2739,339,4.9717097
2739,483,15.508715
2767,537,0.6384404
2767,120,0.6250931
2767,530,0.6181358
2767,541,0.6166463
2767,2,0.6247941
2767,153,9.635819
2767,100,2.8705773
2767,443,0.6369078
2767,404,0.67123646
2767,196,0.6324149
2767,488,0.63387686
2767,506,3.7482443
2767,188,3.5116415
2767,469,9.136704
2767,336,17.79056
2767,330,0.7042577
2767,500,0.6559376
2767,579,0.67512834
2767,507,0.6242506
2767,382,12.922042
2767,321,9.338742
2767,128,0.6647202
2767,339,9.071181
2767,578,0.6186541
2767,483,17.96143
2922,482,0.62884533
2922,441,0.6342447
2922,537,0.63401425
2922,120,0.6466717
2922,73,0.6393575
2922,530,0.6232016
2922,541,0.6294004
2922,2,0.6461186
2922,468,0.6441983
2922,25,0.6230048
2922,404,0.66773266
2922,488,0.62408525
2922,294,0.62910306
2922,506,6.4631615
2922,250,0.63795507
2922,469,4.0515637
2922,336,12.725831
2922,330,0.7221055
2922,579,0.6781942
2922,507,0.64486706
2922,382,18.352886
2922,321,14.246178
2922,128,0.66195226
2922,339,17.048595
2922,483,10.862066
2936,441,0.6410855
2936,537,0.6415482
2936,120,0.6519967
2936,73,0.64092255
2936,530,0.65005684
2936,541,0.6517721
2936,50,0.6268115
2936,19,0.6344812
2936,100,0.7449595
2936,443,0.64545566
2936,404,0.68742937
2936,488,0.66694987
