IDuser,CustomerName,Location,IDhotel,NameHotel,Rating,Date
1387,Do T. Q. T.,Đà Lạt,350,Khách sạn TTC - Ngọc Lan Đà Lạt,7.7,2014-04-09
840,Dang A. T.,Đà Lạt,260,Khách sạn Hoa Sen 62 Đà Lạt,7.7,2014-04-09
3918,Le N. A. K.,Phú Quốc,171,Khu nghỉ dưỡng Kim Hoa Phú Quốc,6.3,2014-04-18
4082,Le T. T. L.,Huế,109,Huế Riverside Boutique Resort & Spa,7.5,2014-04-19
5700,Nguyen M. T.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),1.3,2014-04-21
4484,Ly H. D.,Đà Nẵng,299,Khách sạn Mường Thanh Grand Đà Nẵng,1.3,2014-04-22
5572,Nguyen H. T.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,6,2014-04-24
5125,Ngo D.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),1,2014-04-25
6633,Pham T. N. L.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,1.3,2014-04-27
3094,Huynh H. M.,Huế,460,Pilgrimage Village Resort & Spa Huế,6.3,2014-04-28
5733,Nguyen N. L.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,7.7,2014-04-28
8939,Toan T. K.,Phan Thiết,7,Allezboo Beach Resort & Spa Phan Thiết,7.3,2014-04-30
9069,Tran D. H.,Huế,267,Khách sạn Imperial Huế,9.3,2014-04-30
3078,Huynh D. S.,Hội An,76,Green Field Villas Hội An,6,2014-04-30
731,Chuong T. K. T.,Phan Thiết,530,The Cliff Resort & Residences Phan Thiết,5.3,2014-05-01
10424,Vo H. N.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,8.7,2014-05-02
9071,Tran D. K.,Đà Lạt,260,Khách sạn Hoa Sen 62 Đà Lạt,6,2014-05-02
5722,Nguyen N. H.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7.3,2014-05-03
5872,Nguyen T. H. T.,Huế,109,Huế Riverside Boutique Resort & Spa,8,2014-05-04
9325,Tran T. H.,Huế,300,Khách sạn Mường Thanh Holiday Huế,7.7,2014-05-05
10488,Vo T. K. L.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-05-06
2409,Ho T. H.,Vũng Tàu,205,Khu nghỉ dưỡng Seaside Vũng Tàu,6,2014-05-08
5869,Nguyen T. H. P.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.3,2014-05-09
5902,Nguyen T. M.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,9.7,2014-05-09
6651,Pham T. T. H.,Vũng Tàu,205,Khu nghỉ dưỡng Seaside Vũng Tàu,6,2014-05-09
10655,Vu T. P. T.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.3,2014-05-09
5507,Nguyen D. T. T.,Vũng Tàu,309,Khách sạn New Wave Vũng Tàu,6,2014-05-10
370,Bui H. V.,Vũng Tàu,329,Khách sạn Romeliess Vũng Tàu,6.7,2014-05-16
9428,Tran V. T.,Đà Lạt,317,Khách sạn Park Đà Lạt,7.7,2014-05-18
945,Dang T. T. H.,Đà Lạt,350,Khách sạn TTC - Ngọc Lan Đà Lạt,7.7,2014-05-21
1357,Do T. H. A.,Nha Trang,351,Khách sạn TTC Premium - Michelia Nha Trang,7.3,2014-05-23
4451,Luong T.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),7.3,2014-05-23
9077,Tran D. N.,Nha Trang,347,Khách sạn Sun City Nha Trang,6.7,2014-05-25
358,Bui D. T.,Nha Trang,347,Khách sạn Sun City Nha Trang,8.7,2014-05-28
6028,Nguyen V. T.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,6.7,2014-05-28
5722,Nguyen N. H.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),7.7,2014-05-30
5742,Nguyen N. N.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.7,2014-05-31
9616,Trinh T. L.,Đà Lạt,260,Khách sạn Hoa Sen 62 Đà Lạt,5.3,2014-06-02
2428,Ho T. T. N.,Nha Trang,298,Khách sạn Mường Thanh Grand Nha Trang,6,2014-06-05
4039,Le T. L.,Đà Nẵng,299,Khách sạn Mường Thanh Grand Đà Nẵng,7,2014-06-05
3998,Le T. A.,Vũng Tàu,329,Khách sạn Romeliess Vũng Tàu,7,2014-06-06
549,Cao T. T.,Đà Lạt,260,Khách sạn Hoa Sen 62 Đà Lạt,7,2014-06-08
10469,Vo Q. P. D.,Đà Lạt,136,Khu Nghỉ Dưỡng Đồi Mộng Mơ Đà Lạt,7,2014-06-09
2630,Hoang P.,Đà Nẵng,299,Khách sạn Mường Thanh Grand Đà Nẵng,7.3,2014-06-13
9298,Tran Q. V.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.3,2014-06-13
4424,Luiz,Đà Nẵng,204,Khu nghỉ dưỡng Sandy Beach Non Nước Đà Nẵng,9,2014-06-16
10625,Vu S. T.,Nha Trang,347,Khách sạn Sun City Nha Trang,7.7,2014-06-16
3126,Huynh L. T. V.,Đà Lạt,277,Khách sạn La Sapinette Đà Lạt,6.3,2014-06-21
10158,Van . U. T. . V.,Phan Thiết,556,Victoria Phan Thiết Beach Resort & Spa,8.3,2014-06-23
9308,Tran T. B.,Phan Thiết,556,Victoria Phan Thiết Beach Resort & Spa,10,2014-06-27
1409,Doan C. D.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-06-28
5732,Nguyen N. K. T.,Vũng Tàu,152,Khu nghỉ dưỡng Carmelina Beach Hồ Tràm,7.2,2014-06-28
5425,Nguyen A. T.,Phan Thiết,530,The Cliff Resort & Residences Phan Thiết,7.7,2014-07-02
1213,Dinh N.,Phú Quốc,171,Khu nghỉ dưỡng Kim Hoa Phú Quốc,7,2014-07-03
3958,Le N. T. U.,Phan Thiết,215,Khu nghỉ dưỡng The Sailing Bay Beach Phan Thiết,8,2014-07-03
5954,Nguyen T. T.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-07-04
5597,Nguyen K. D.,Đà Lạt,334,Khách sạn Rum Vàng Đà Lạt,6,2014-07-04
345,Bui A.,Đà Nẵng,299,Khách sạn Mường Thanh Grand Đà Nẵng,6,2014-07-08
4358,Lu H. Q.,Vũng Tàu,256,Khách sạn Green Vũng Tàu,7.3,2014-07-08
6710,Phan H. Q.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-07-08
5624,Nguyen K. T. V.,Phan Thiết,341,Khách sạn Sea Links Beach Phan Thiết,9,2014-07-08
1243,Dinh T. L. H.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7,2014-07-09
9258,Tran N. T. T.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,8.7,2014-07-09
4343,Lu C. H.,Đà Lạt,350,Khách sạn TTC - Ngọc Lan Đà Lạt,10,2014-07-10
2340,Ho A. H.,Hội An,76,Green Field Villas Hội An,8,2014-07-16
10647,Vu T. M.,Hội An,76,Green Field Villas Hội An,8,2014-07-16
3185,Huynh T.,Vũng Tàu,205,Khu nghỉ dưỡng Seaside Vũng Tàu,7.3,2014-07-20
1407,Doan A. T.,Đà Nẵng,231,Khách sạn Brilliant Đà Nẵng,7.3,2014-07-22
5572,Nguyen H. T.,Vũng Tàu,309,Khách sạn New Wave Vũng Tàu,8,2014-07-23
9318,Tran T. C. H.,Phan Thiết,185,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.3,2014-07-23
4078,Le T. T. D.,Đà Lạt,308,Khách sạn Mường Thanh Đà Lạt,7.3,2014-07-25
2336,Hilery C.,Huế,242,Khách sạn Eldora Huế,9,2014-07-25
6648,Pham T. T.,Vũng Tàu,205,Khu nghỉ dưỡng Seaside Vũng Tàu,8,2014-07-27
10451,Vo M. T.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7,2014-07-29
7657,Tang T. D.,Đà Lạt,277,Khách sạn La Sapinette Đà Lạt,7.7,2014-07-30
5749,Nguyen N. P. N.,Phan Thiết,211,Khu nghỉ dưỡng TTC Premium Kê Gà,5.7,2014-07-30
5546,Nguyen H. K. Y.,Phan Thiết,185,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.8,2014-07-31
9606,Trinh T. D.,Phan Thiết,556,Victoria Phan Thiết Beach Resort & Spa,7,2014-07-31
736,Co H. T.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,6.7,2014-08-02
9627,Trinh T. T. K.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),6.7,2014-08-03
2426,Ho T. T.,Hội An,192,Khu nghỉ dưỡng Palm Garden Beach Hội An,7.3,2014-08-04
9106,Tran H. H. H.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-08-07
5835,Nguyen T. B. N.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.3,2014-08-10
10663,Vu T. T. Q.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7.3,2014-08-14
9128,Tran H. P.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,6.7,2014-08-14
1399,Do V. A.,Huế,114,Hương Giang Hotel Resort & Spa Huế,10,2014-08-14
5853,Nguyen T. D. T.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,6.7,2014-08-14
4560,Mai H. A.,Vũng Tàu,256,Khách sạn Green Vũng Tàu,6,2014-08-15
5514,Nguyen H. A.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,6.3,2014-08-16
9321,Tran T. D.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7,2014-08-16
9424,Tran V. P.,Phan Thiết,191,Khu nghỉ dưỡng Ocean Dunes Phan Thiết,7.3,2014-08-16
4105,Le V. A.,Phan Thiết,193,Khu nghỉ dưỡng Pandanus Phan Thiết,8.3,2014-08-18
6588,Pham T. A. T.,Vũng Tàu,329,Khách sạn Romeliess Vũng Tàu,6,2014-08-22
5682,Nguyen M. H.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,6.3,2014-08-22
5601,Nguyen K. H.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.7,2014-08-25
10557,Vu H. H.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,7.7,2014-08-27
9558,Trieu V. T.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,6,2014-08-28
9392,Tran T. T. H.,Phú Quốc,128,Khu Nghỉ Dưỡng La Mer Phú Quốc,6.7,2014-08-28
5979,Nguyen T. V.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.7,2014-08-29
7054,Phuong N.,Đà Lạt,334,Khách sạn Rum Vàng Đà Lạt,7,2014-08-29
5210,Ngo T. M. P.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,6,2014-08-29
3188,Huynh T. B. H.,Nha Trang,347,Khách sạn Sun City Nha Trang,1.3,2014-08-30
1695,Duong H. T.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7.3,2014-08-30
4464,Luong T. T. T.,Đà Lạt,308,Khách sạn Mường Thanh Đà Lạt,7,2014-08-30
10633,Vu T. D.,Vũng Tàu,152,Khu nghỉ dưỡng Carmelina Beach Hồ Tràm,8,2014-08-30
5472,Nguyen D.,Phan Thiết,7,Allezboo Beach Resort & Spa Phan Thiết,7.3,2014-08-31
5961,Nguyen T. T. H.,Phan Thiết,352,Khách sạn TTC Premium Phan Thiết,10,2014-08-31
5655,Nguyen L. M. Q.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,5.7,2014-09-02
3771,Le A. K.,Huế,460,Pilgrimage Village Resort & Spa Huế,8.7,2014-09-02
5852,Nguyen T. D. P.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7,2014-09-03
5954,Nguyen T. T.,Phan Thiết,191,Khu nghỉ dưỡng Ocean Dunes Phan Thiết,6,2014-09-04
5224,Ngo T. T. L.,Đà Lạt,363,Khách sạn Tâm Dung Đà Lạt,6,2014-09-05
4013,Le T. D.,Đà Lạt,237,Khách sạn Cẩm Tú Cầu Đà Lạt,7.3,2014-09-07
5906,Nguyen T. M. H.,Đà Lạt,30,Biệt Thự Hoa Hồng Đà Lạt (Dalat Terrasse Des Roses Villa),7,2014-09-08
9417,Tran V. C.,Phan Thiết,352,Khách sạn TTC Premium Phan Thiết,8,2014-09-08
5835,Nguyen T. B. N.,Đà Lạt,30,Biệt Thự Hoa Hồng Đà Lạt (Dalat Terrasse Des Roses Villa),7.3,2014-09-10
1773,Duong X. H.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),7.3,2014-09-14
10415,Vo H. D. C.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,7.3,2014-09-15
2638,Hoang Q. B.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,6.7,2014-09-16
10620,Vu P. T.,Vũng Tàu,309,Khách sạn New Wave Vũng Tàu,6.7,2014-09-18
823,Dam T. P.,Vũng Tàu,256,Khách sạn Green Vũng Tàu,7,2014-09-19
347,Bui A. K.,Phan Thiết,490,Sea Links Beach Villas Phan Thiết,8.7,2014-09-19
6451,Pham H.,Đà Nẵng,274,Khách sạn King's Finger Đà Nẵng,9.7,2014-09-20
6042,Nguyen X. N.,Vũng Tàu,216,Khu nghỉ dưỡng Vietsovpetro Hồ Tràm,4,2014-09-20
9570,Trinh H. A.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,5,2014-09-20
5682,Nguyen M. H.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,8,2014-09-20
9399,Tran T. T. T.,Vũng Tàu,256,Khách sạn Green Vũng Tàu,7.3,2014-09-23
5492,Nguyen D. N.,Vũng Tàu,256,Khách sạn Green Vũng Tàu,7.3,2014-09-25
6790,Phan T. Q.,Đà Nẵng,231,Khách sạn Brilliant Đà Nẵng,9.3,2014-09-26
9333,Tran T. H. N.,Đà Lạt,310,Khách sạn Ngọc Mai Phú Đà Lạt,7.3,2014-09-26
963,Dang V. N.,Vũng Tàu,115,Hồ Tràm Beach Boutique Resort & Spa,6.7,2014-09-27
1818,Duy T. L.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,9,2014-09-27
5439,Nguyen B. L.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,9,2014-09-27
5926,Nguyen T. N. Q.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,8.7,2014-09-27
6790,Phan T. Q.,Huế,242,Khách sạn Eldora Huế,8.7,2014-09-28
5679,Nguyen M. C.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.7,2014-09-28
2356,Ho H. H.,Đà Lạt,334,Khách sạn Rum Vàng Đà Lạt,7,2014-10-01
895,Dang N. T. T.,Đà Lạt,363,Khách sạn Tâm Dung Đà Lạt,7.3,2014-10-06
5732,Nguyen N. K. T.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,7.3,2014-10-10
3796,Le D.,Đà Lạt,136,Khu Nghỉ Dưỡng Đồi Mộng Mơ Đà Lạt,6.3,2014-10-10
4493,Ly K. H.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.3,2014-10-14
6701,Phan H. K.,Đà Lạt,308,Khách sạn Mường Thanh Đà Lạt,6.3,2014-10-16
9617,Trinh T. L. H.,Đà Lạt,350,Khách sạn TTC - Ngọc Lan Đà Lạt,7,2014-10-17
9199,Tran M. H.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.3,2014-10-17
5914,Nguyen T. N.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,9.7,2014-10-18
6673,Pham X. K.,Phú Quốc,540,The Shells Resort & Spa Phú Quốc,7.7,2014-10-21
5681,Nguyen M. D.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.7,2014-10-23
1301,Do H. Q. V. Y.,Phan Thiết,530,The Cliff Resort & Residences Phan Thiết,8,2014-10-24
6684,Phan C. D.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,7.3,2014-10-24
9225,Tran N. H.,Vũng Tàu,152,Khu nghỉ dưỡng Carmelina Beach Hồ Tràm,7.3,2014-10-25
5822,Nguyen T.,Đà Nẵng,251,Khách sạn Gold Coast Đà Nẵng,6,2014-10-26
2597,Hoang M. D.,Đà Lạt,371,Khách sạn Xuân Hồng 2 Đà Lạt,7.3,2014-10-31
9399,Tran T. T. T.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,8,2014-10-31
5852,Nguyen T. D. P.,Đà Lạt,404,Lys Villa Đà Lạt ( tên cũ Reveto Villa Đà Lạt),7.7,2014-11-03
9367,Tran T. N. H.,Vũng Tàu,329,Khách sạn Romeliess Vũng Tàu,6,2014-11-05
456,Bui T. X.,Đà Nẵng,252,Khách sạn Gold Đà Nẵng,7.3,2014-11-09
9427,Tran V. S.,Phan Thiết,211,Khu nghỉ dưỡng TTC Premium Kê Gà,7,2014-11-10
5861,Nguyen T. H. C.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,6,2014-11-10
5118,Ngo B. N.,Vũng Tàu,236,Khách sạn Corvin Vũng Tàu,6,2014-11-10
7510,Ta D. M.,Đà Lạt,136,Khu Nghỉ Dưỡng Đồi Mộng Mơ Đà Lạt,7.5,2014-11-27
2693,Hoang T. T.,Đà Lạt,136,Khu Nghỉ Dưỡng Đồi Mộng Mơ Đà Lạt,10,2014-11-28
388,Bui N. H. Y.,Vũng Tàu,205,Khu nghỉ dưỡng Seaside Vũng Tàu,7.3,2014-12-03
9128,Tran H. P.,Huế,330,Khách sạn Rosaleen Boutique Huế,7.7,2014-12-08
5914,Nguyen T. N.,Đà Nẵng,231,Khách sạn Brilliant Đà Nẵng,8,2014-12-09
10542,Vu B. T.,Đà Lạt,361,Khách sạn Thông Đỏ Đà Lạt,7.3,2014-12-24
5707,Nguyen N.,Phan Thiết,182,Khu nghỉ dưỡng Minh Tâm Beach Phan Thiết,7,2014-12-24
2383,Ho N. H.,Đà Lạt,361,Khách sạn Thông Đỏ Đà Lạt,8,2014-12-30
5572,Nguyen H. T.,Đà Lạt,361,Khách sạn Thông Đỏ Đà Lạt,7.3,2014-12-31
1384,Do T. P. T.,Đà Lạt,361,Khách sạn Thông Đỏ Đà Lạt,7.3,2015-01-01
3827,Le H.,Huế,114,Hương Giang Hotel Resort & Spa Huế,6.4,2015-01-02
3963,Le N. V. K.,Đà Lạt,366,Khách sạn Vietsovpetro Đà Lạt,7,2015-01-05
5679,Nguyen M. C.,Đà Nẵng,95,Holiday Beach Đà Nẵng Hotel & Resort,9,2015-01-05
7871,Thanh N. T.,Vũng Tàu,27,Bella VT Hotel,6.0,2015-01-05
5502,Nguyen D. T.,Nha Trang,284,Khách sạn Majestic Nha Trang,9,2015-01-05
5582,Nguyen H. T. Q.,Vũng Tàu,447,Nolis Hotel Vung Tau,9.7,2015-01-06
8128,Thi H. N.,Đà Nẵng,232,Khách sạn Brown Bean,8.7,2015-01-06
5830,Nguyen T. B.,Phú Quốc,379,Khách sạn Đông Xuân Hồng Phú Quốc,6,2015-01-06
2953,Huong N.,Nha Trang,413,Melissa Hotel Nha Trang,10.0,2015-01-07
6138,Nhan N.,Đà Lạt,54,Dalat Home Villa,8.8,2015-01-07
6497,Pham K. P.,Đà Lạt,334,Khách sạn Rum Vàng Đà Lạt,6.5,2015-01-08
1466,Doan T. G.,Huế,270,Khách sạn Indochine Palace Huế,9,2015-01-08
5722,Nguyen N. H.,Đà Lạt,31,Biệt thự Khánh Lâm Đà Lạt,7,2015-01-08
5762,Nguyen N. T. S.,Đà Lạt,31,Biệt thự Khánh Lâm Đà Lạt,7.5,2015-01-08
3100,Huynh H. T.,Đà Lạt,31,Biệt thự Khánh Lâm Đà Lạt,7,2015-01-08
5837,Nguyen T. B. T.,Hội An,163,Khu nghỉ dưỡng Four Seasons The Nam Hải Hội An,9,2015-01-08
1308,Do K. D.,Phan Thiết,480,Rạng Garden Beach Side Resort,5.4,2015-01-08
8360,Thi T. H. T.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,8.5,2015-01-08
4083,Le T. T. M.,Nha Trang,397,Le Soleil Nha Trang Hotel,9.7,2015-01-09
470,Bùi M. A. V.,Phan Thiết,476,Romana Resort & Spa Phan Thiết,9,2015-01-09
2383,Ho N. H.,Đà Lạt,361,Khách sạn Thông Đỏ Đà Lạt,8,2015-01-09
8286,Thi N. P. D.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,6.5,2015-01-10
2807,Hongphuc N.,Vũng Tàu,333,Khách sạn Royal Vũng Tàu,8.5,2015-01-10
1492,Doan V.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,9.7,2015-01-10
2671,Hoang T. K.,Hội An,118,Hội An Việt House Homestay,9.1,2015-01-11
3537,Kim C.,Đà Nẵng,138,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,9.7,2015-01-11
5830,Nguyen T. B.,Nha Trang,19,Aroma Nha Trang Boutique Hotel,5.7,2015-01-11
10186,Van H. L.,Huế,544,TinTin Hostel,5.2,2015-01-12
8337,Thi T. A. N.,Phan Thiết,302,Khách sạn Mường Thanh Holiday Mũi Né,5.5,2015-01-12
9743,Trung T. L.,Đà Lạt,479,Royal Dalat Hotel,5.2,2015-01-13
2051,Ha T. T. A.,Huế,542,The Sunriver Boutique Hotel Hue,6.3,2015-01-13
2990,Huy L.,Vũng Tàu,447,Nolis Hotel Vung Tau,8.6,2015-01-13
7886,Thanh T.,Phan Thiết,456,Phan Thiet Ocean Dunes Resort,10.0,2015-01-13
5910,Nguyen T. M. N.,Vũng Tàu,497,Seaside Resort Vung Tau,7.0,2015-01-14
126,Anh T.,Hội An,220,Khách Sạn Hoài Niệm Hội An,6.9,2015-01-15
3123,Huynh L. T.,Hội An,457,Pho Hoi 1 Hotel,5.5,2015-01-15
6793,Phan T. S.,Huế,321,Khách sạn Poetic Huế,9.7,2015-01-17
7054,Phuong N.,Quy Nhơn,319,Khách sạn Phương Đông,8.5,2015-01-19
604,Chau P.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,9.4,2015-01-19
7182,Quang H. P.,Quy Nhơn,227,Khách sạn ANYA Quy Nhơn,4.8,2015-01-20
1743,Duong T. L.,Quy Nhơn,86,Hoang Yen Canary Hotel Quy Nhon,5.8,2015-01-20
9362,Tran T. N.,Phan Thiết,302,Khách sạn Mường Thanh Holiday Mũi Né,10.0,2015-01-21
1171,Dieu T. L.,Nha Trang,343,Khách sạn Senkotel Nha Trang,9.1,2015-01-21
5884,Nguyen T. K. N.,Nha Trang,431,Muong Thanh Luxury Khanh Hoa Hotel,6.0,2015-01-22
8658,Thuong T.,Nha Trang,347,Khách sạn Sun City Nha Trang,8.4,2015-01-22
10711,Vuthiphuongthanh V.,Phan Thiết,521,TTC Hotel Phan Thiết,8.5,2015-01-22
3858,Le H. T. A.,Vũng Tàu,328,Khách sạn Riva Vũng Tàu,9.7,2015-01-22
8786,Thy H.,Vũng Tàu,27,Bella VT Hotel,5.8,2015-01-22
9042,Tran B. Y.,Vũng Tàu,452,Oceanami Villas & Beach Club Long Hải,8.4,2015-01-22
9338,Tran T. H. V.,Huế,69,Flora Hotel Hue,6.0,2015-01-23
947,Dang T. T. N.,Đà Lạt,405,Làng Biệt thự Osaka Đà Lạt,7.7,2015-01-23
9250,Tran N. S.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,9.7,2015-01-23
10190,Van H. T.,Huế,50,DMZ Hotel,8.1,2015-01-24
8100,Thi H. D.,Nha Trang,322,Khách sạn Premier Havana Nha Trang,10.0,2015-01-24
10620,Vu P. T.,Quy Nhơn,449,O.Six Resort,6.1,2015-01-24
6597,Pham T. D.,Quy Nhơn,262,Khách sạn Hoàng Yến 1 Quy Nhơn,8.5,2015-01-24
3992,Le Q. P.,Đà Nẵng,395,Le House Boutique Hotel,6.5,2015-01-25
5857,Nguyen T. H.,Phan Thiết,487,Sandunes Beach Resort and Spa,8.3,2015-01-27
3532,Kieu X. T.,Quy Nhơn,307,Khách sạn Mường Thanh Quy Nhơn,5.7,2015-01-27
5384,Ngoc T. N.,Vũng Tàu,172,Khu nghỉ dưỡng Lan Rừng Phước Hải,6.4,2015-01-27
397,Bui P. L.,Hội An,457,Pho Hoi 1 Hotel,8.7,2015-01-28
5000,Nei N.,Phú Quốc,537,The Palmy Phú Quốc Resort & Spa,6.2,2015-01-28
2018,Ha N.,Hội An,74,Golden Bell Backpacker Hotel & Pool Bar,6.2,2015-01-28
7979,Thao T.,Nha Trang,475,Rex Hotel and Apartment,8.5,2015-01-29
1778,Duy D.,Vũng Tàu,452,Oceanami Villas & Beach Club Long Hải,6.1,2015-01-30
8403,Thi T. T. N.,Nha Trang,392,La Vague Hotel Nha Trang,6.0,2015-01-30
5722,Nguyen N. H.,Phan Thiết,521,TTC Hotel Phan Thiết,7.6,2015-01-30
6028,Nguyen V. T.,Đà Lạt,308,Khách sạn Mường Thanh Đà Lạt,7,2015-01-31
8428,Thi V. O. D.,Quy Nhơn,97,Hong Diep Hotel Quy Nhon,9.7,2015-01-31
3717,Lam V. L.,Quy Nhơn,262,Khách sạn Hoàng Yến 1 Quy Nhơn,5.8,2015-01-31
4143,Lien D. T.,Đà Lạt,357,Khách sạn The Luxe Đà Lạt,9.1,2015-01-31
458,Bui V. H.,Huế,552,Vedana Lagoon Resort & Spa Huế,10,2015-02-01
3856,Le H. S.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,6.0,2015-02-01
7790,Thanh D. N.,Vũng Tàu,338,Khách sạn San Hô Vũng Tàu,8.8,2015-02-01
6893,Phu N.,Nha Trang,73,Gold Ocean Apartments Nha Trang,9.4,2015-02-02
3907,Le M. H.,Vũng Tàu,447,Nolis Hotel Vung Tau,9.4,2015-02-02
8582,Thu T.,Đà Nẵng,232,Khách sạn Brown Bean,8.8,2015-02-02
8075,Thi D. D.,Phan Thiết,294,Khách sạn Minh Hùng,9.1,2015-02-03
8447,Thidavone X.,Phan Thiết,294,Khách sạn Minh Hùng,6.0,2015-02-03
5617,Nguyen K. Q.,Đà Lạt,334,Khách sạn Rum Vàng Đà Lạt,6.5,2015-02-05
5963,Nguyen T. T. L.,Đà Lạt,308,Khách sạn Mường Thanh Đà Lạt,6,2015-02-06
865,Dang H. S.,Vũng Tàu,338,Khách sạn San Hô Vũng Tàu,5.5,2015-02-06
53,Andrew C.,Vũng Tàu,497,Seaside Resort Vung Tau,5.7,2015-02-06
6605,Pham T. H. T.,Phú Quốc,82,Halona Hotel Phu Quoc,5.8,2015-02-06
5335,Ngoc N.,Đà Lạt,363,Khách sạn Tâm Dung Đà Lạt,9,2015-02-07
8348,Thi T. D. M.,Đà Nẵng,5,Alibaba Hotel Da Nang,9.1,2015-02-07
3434,Khiem K.,Vũng Tàu,172,Khu nghỉ dưỡng Lan Rừng Phước Hải,5.6,2015-02-08
9321,Tran T. D.,Vũng Tàu,452,Oceanami Villas & Beach Club Long Hải,6.0,2015-02-08
6173,Nhat M.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,7.5,2015-02-09
8356,Thi T. H. L.,Đà Nẵng,417,Mercure Đà Nẵng French Village BanaHills,7.9,2015-02-09
3857,Le H. T.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,9.7,2015-02-09
